ID_Magsasaka,Bayan,Uri_ng_Lupa,Panahon,Taon,Petsa_ng_Pagtatanim,Petsa_ng_Pag_aani,Uri_ng_Palay,Sukat_ng_Bukid_Ektarya,Inaasahang_Ani_Sako,Aktwal_na_Ani_Sako,Kilos_kada_Sako,Kabuuang_Kilos,Presyo_kada_Kilo,Kabuuang_Kita,Tagal_ng_Paglago_Araw,Kabuuang_Ulan_mm,Temperatura_Celsius,Antas_ng_Tagumpay,Mga_Hamon,Mga_Rekomendasyon
Gui077,Guimba,Burak,Tag-araw,2021,2021-01-15,2021-04-30,NSIC Rc438,4.6,78.0,60.0,60,3618.31,19.98,72293.76,105,171.01,33.2,7.3,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Ali000,Aliaga,Mabuhanging Burak,Tag-araw,2021,2021-01-24,2021-05-12,NSIC Rc160,0.92,91.0,72.0,60,4337.69,19.98,86667.05,108,64.67,33.4,6.8,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Ali001,Aliaga,Mabuhanging Burak,Tag-araw,2021,2020-12-15,2021-04-09,NSIC Rc354,2.85,96.0,83.0,60,4953.96,19.98,98980.03,115,96.49,31.4,7.7,Wala,Wala
Ali002,Aliaga,Banlik,Tag-araw,2021,2020-12-02,2021-03-23,NSIC Rc354,0.55,72.0,61.0,60,3685.04,19.98,73627.12,111,121.76,30.5,8.2,Wala,Wala
Ali003,Aliaga,Malagkit na Lupa,Tag-araw,2021,2020-12-26,2021-04-19,NSIC Rc160,1.0,85.0,75.0,60,4508.01,19.98,90070.06,114,82.81,32.2,7.7,Wala,Wala
Ali004,Aliaga,Buhanging Lupa,Tag-araw,2021,2021-01-19,2021-05-05,NSIC Rc354,1.84,93.0,80.0,60,4797.3,19.98,95850.04,106,75.03,33.3,7.0,Wala,Wala
Ali005,Aliaga,Banlik,Tag-araw,2021,2021-01-13,2021-04-27,NSIC Rc438,3.65,96.0,81.0,60,4838.99,19.98,96682.99,104,193.45,30.5,7.0,Wala,Wala
Ali006,Aliaga,Burak,Tag-araw,2021,2020-12-14,2021-04-02,NSIC Rc438,2.07,92.0,85.0,60,5099.1,19.98,101879.92,109,16.74,28.0,7.9,Wala,Wala
Ali007,Aliaga,Burak,Tag-araw,2021,2020-12-26,2021-04-10,NSIC Rc354,1.62,88.0,83.0,60,4959.91,19.98,99098.98,105,92.48,30.7,7.3,Wala,Wala
Ali008,Aliaga,Banlik,Tag-araw,2021,2020-12-28,2021-04-08,NSIC Rc238,3.06,90.0,74.0,60,4437.12,19.98,88653.63,101,110.39,32.3,6.9,Wala,Wala
Ali009,Aliaga,Malagkit na Lupa,Tag-araw,2021,2021-01-17,2021-05-15,NSIC Rc238,4.07,70.0,57.0,60,3438.63,19.98,68703.74,118,19.84,28.4,7.5,Wala,Wala
Ali010,Aliaga,Banlik,Tag-araw,2021,2020-12-21,2021-04-20,NSIC Rc160,1.36,78.0,60.0,60,3623.94,19.98,72406.31,120,114.8,32.3,7.3,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Ali011,Aliaga,Burak,Tag-araw,2021,2020-12-28,2021-04-09,NSIC Rc238,2.07,73.0,63.0,60,3796.95,19.98,75863.1,102,78.71,28.7,7.1,Wala,Wala
Ali012,Aliaga,Mabuhanging Burak,Tag-araw,2021,2020-12-27,2021-04-07,NSIC Rc438,1.97,87.0,69.0,60,4131.16,19.98,82540.58,101,123.57,34.5,6.8,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Ali013,Aliaga,Buhanging Lupa,Tag-araw,2021,2020-12-25,2021-04-10,NSIC Rc438,2.2,73.0,54.0,60,3217.9,19.98,64293.61,106,113.9,30.3,7.2,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Ali014,Aliaga,Banlik,Tag-araw,2021,2021-01-22,2021-05-22,NSIC Rc238,1.11,71.0,61.0,60,3663.81,19.98,73202.95,120,102.23,29.3,8.2,Wala,Wala
Ali015,Aliaga,Burak,Tag-araw,2021,2021-01-24,2021-05-24,NSIC Rc160,0.75,93.0,72.0,60,4307.08,19.98,86055.49,120,152.9,32.2,7.3,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Ali016,Aliaga,Mabuhanging Burak,Tag-araw,2021,2021-01-04,2021-04-27,NSIC Rc238,3.81,97.0,76.0,60,4542.16,19.98,90752.44,113,11.59,31.4,7.3,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Ali017,Aliaga,Mabuhanging Burak,Tag-araw,2021,2020-12-21,2021-04-12,NSIC Rc160,4.13,80.0,64.0,60,3854.57,19.98,77014.27,112,123.17,31.3,8.0,Wala,Wala
Ali018,Aliaga,Mabuhanging Burak,Tag-araw,2021,2021-01-01,2021-04-16,NSIC Rc354,4.84,93.0,76.0,60,4538.15,19.98,90672.26,105,86.21,29.6,7.5,Wala,Wala
Ali019,Aliaga,Banlik,Tag-araw,2021,2021-01-01,2021-04-18,NSIC Rc354,3.67,71.0,62.0,60,3725.81,19.98,74441.62,107,128.33,30.7,7.7,Wala,Wala
Ali020,Aliaga,Buhanging Lupa,Tag-araw,2021,2020-12-10,2021-03-26,NSIC Rc160,3.47,69.0,53.0,60,3167.5,19.98,63286.7,106,-7.82,31.3,6.7,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Ali021,Aliaga,Malagkit na Lupa,Tag-araw,2021,2020-12-15,2021-03-25,NSIC Rc160,3.04,84.0,66.0,60,3956.76,19.98,79055.99,100,149.06,31.2,6.7,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Ali022,Aliaga,Buhanging Lupa,Tag-araw,2021,2020-12-10,2021-03-23,NSIC Rc438,4.54,67.0,60.0,60,3609.62,19.98,72120.3,103,186.9,32.9,7.2,Wala,Wala
Ali023,Aliaga,Buhanging Lupa,Tag-araw,2021,2020-12-15,2021-04-09,NSIC Rc238,3.1,98.0,83.0,60,4994.79,19.98,99795.94,115,116.94,31.7,8.2,Wala,Wala
Ali024,Aliaga,Burak,Tag-araw,2021,2020-12-25,2021-04-12,NSIC Rc438,2.99,72.0,57.0,60,3397.98,19.98,67891.56,108,96.59,31.5,6.7,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Ali025,Aliaga,Malagkit na Lupa,Tag-araw,2021,2021-01-24,2021-05-10,NSIC Rc238,3.35,85.0,78.0,60,4656.3,19.98,93032.89,106,84.89,33.1,7.2,Wala,Wala
Ali026,Aliaga,Banlik,Tag-araw,2021,2021-01-05,2021-04-27,NSIC Rc438,1.33,99.0,79.0,60,4747.87,19.98,94862.44,112,53.21,29.8,8.0,Wala,Wala
Ali027,Aliaga,Malagkit na Lupa,Tag-araw,2021,2021-01-24,2021-05-15,NSIC Rc160,0.51,72.0,55.0,60,3277.59,19.98,65486.25,111,43.84,36.1,6.6,Matinding Init; Mababang Ani,Regular na pagpapatubig; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Ali028,Aliaga,Buhanging Lupa,Tag-araw,2021,2021-01-11,2021-04-24,NSIC Rc354,0.62,89.0,65.0,60,3875.82,19.98,77438.87,103,126.52,32.6,6.5,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Ali029,Aliaga,Buhanging Lupa,Tag-araw,2021,2020-12-16,2021-03-29,NSIC Rc354,2.41,74.0,64.0,60,3815.93,19.98,76242.33,103,47.12,33.2,6.5,Wala,Wala
Ali030,Aliaga,Burak,Tag-araw,2021,2020-12-03,2021-03-20,NSIC Rc438,4.65,73.0,60.0,60,3629.22,19.98,72511.91,107,94.17,32.4,6.9,Wala,Wala
Ali031,Aliaga,Burak,Tag-araw,2021,2021-01-06,2021-05-05,NSIC Rc238,1.83,98.0,71.0,60,4279.96,19.98,85513.51,119,51.17,32.3,6.5,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Ali032,Aliaga,Burak,Tag-araw,2021,2020-12-09,2021-04-08,NSIC Rc354,3.36,71.0,64.0,60,3863.83,19.98,77199.33,120,78.81,30.5,7.2,Wala,Wala
Ali033,Aliaga,Burak,Tag-araw,2021,2020-12-13,2021-03-27,NSIC Rc238,2.12,81.0,74.0,60,4456.07,19.98,89032.27,104,136.71,28.9,7.9,Wala,Wala
Ali034,Aliaga,Malagkit na Lupa,Tag-araw,2021,2020-12-13,2021-04-06,NSIC Rc438,4.89,94.0,74.0,60,4460.84,19.98,89127.59,114,128.24,33.4,8.0,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Ali035,Aliaga,Buhanging Lupa,Tag-araw,2021,2021-01-11,2021-05-02,NSIC Rc160,2.4,78.0,58.0,60,3459.02,19.98,69111.28,111,56.02,30.4,7.2,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Ali036,Aliaga,Burak,Tag-araw,2021,2020-12-17,2021-04-02,NSIC Rc238,3.59,87.0,67.0,60,4032.44,19.98,80568.13,106,88.85,32.6,6.7,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Ali037,Aliaga,Malagkit na Lupa,Tag-araw,2021,2020-12-07,2021-03-21,NSIC Rc160,1.74,82.0,67.0,60,4011.94,19.98,80158.47,104,92.36,32.9,6.2,Wala,Wala
Ali038,Aliaga,Buhanging Lupa,Tag-araw,2021,2021-01-20,2021-05-07,NSIC Rc354,3.19,88.0,76.0,60,4538.67,19.98,90682.53,107,188.15,31.0,7.6,Wala,Wala
Ali039,Aliaga,Mabuhanging Burak,Tag-araw,2021,2021-01-14,2021-05-09,NSIC Rc438,0.92,93.0,76.0,60,4573.59,19.98,91380.35,115,14.24,33.7,7.5,Wala,Wala
Ali040,Aliaga,Banlik,Tag-araw,2021,2020-12-08,2021-04-01,NSIC Rc438,2.74,71.0,60.0,60,3593.23,19.98,71792.77,114,184.17,32.8,8.2,Wala,Wala
Ali041,Aliaga,Malagkit na Lupa,Tag-araw,2021,2020-12-22,2021-04-09,NSIC Rc238,1.22,100.0,79.0,60,4747.44,19.98,94853.79,108,45.61,31.8,6.8,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Ali042,Aliaga,Mabuhanging Burak,Tag-araw,2021,2021-01-02,2021-04-18,NSIC Rc160,0.99,73.0,64.0,60,3829.77,19.98,76518.89,106,44.07,33.3,7.1,Wala,Wala
Ali043,Aliaga,Burak,Tag-araw,2021,2021-01-07,2021-04-28,NSIC Rc354,0.72,79.0,65.0,60,3911.43,19.98,78150.44,111,32.44,31.4,7.5,Wala,Wala
Ali044,Aliaga,Burak,Tag-araw,2021,2020-12-21,2021-04-20,NSIC Rc238,0.67,84.0,71.0,60,4265.69,19.98,85228.46,120,49.78,32.3,7.0,Wala,Wala
Ali045,Aliaga,Burak,Tag-araw,2021,2021-01-07,2021-04-22,NSIC Rc354,4.5,71.0,58.0,60,3457.51,19.98,69081.08,105,81.68,32.4,6.8,Wala,Wala
Ali046,Aliaga,Malagkit na Lupa,Tag-araw,2021,2021-01-28,2021-05-27,NSIC Rc238,1.02,93.0,68.0,60,4064.57,19.98,81210.02,119,101.12,30.0,7.1,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Ali047,Aliaga,Burak,Tag-araw,2021,2021-01-14,2021-05-02,NSIC Rc354,2.92,88.0,77.0,60,4607.66,19.98,92061.1,108,131.34,31.9,7.7,Wala,Wala
Ali048,Aliaga,Mabuhanging Burak,Tag-araw,2021,2021-01-23,2021-05-17,NSIC Rc438,0.67,83.0,57.0,60,3426.99,19.98,68471.35,114,50.57,36.5,6.3,Matinding Init; Mababang Ani,Regular na pagpapatubig; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Ali049,Aliaga,Mabuhanging Burak,Tag-araw,2021,2020-12-04,2021-03-30,NSIC Rc354,0.95,75.0,68.0,60,4109.46,19.98,82106.98,116,123.82,31.7,7.9,Wala,Wala
Ali050,Aliaga,Mabuhanging Burak,Tag-araw,2021,2020-12-25,2021-04-14,NSIC Rc238,2.92,89.0,66.0,60,3982.01,19.98,79560.58,110,170.76,35.7,7.2,Matinding Init; Mababang Ani,Regular na pagpapatubig; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Ali051,Aliaga,Buhanging Lupa,Tag-araw,2021,2021-01-15,2021-05-08,NSIC Rc238,4.83,96.0,80.0,60,4788.57,19.98,95675.63,113,92.73,32.7,7.5,Wala,Wala
Ali052,Aliaga,Malagkit na Lupa,Tag-araw,2021,2021-01-10,2021-05-07,NSIC Rc438,3.45,98.0,85.0,60,5088.2,19.98,101662.26,117,50.6,31.7,7.1,Wala,Wala
Ali053,Aliaga,Buhanging Lupa,Tag-araw,2021,2020-12-07,2021-03-23,NSIC Rc238,4.52,90.0,73.0,60,4407.07,19.98,88053.33,106,90.05,32.4,6.9,Wala,Wala
Ali054,Aliaga,Mabuhanging Burak,Tag-araw,2021,2020-12-23,2021-04-10,NSIC Rc238,1.74,71.0,61.0,60,3687.79,19.98,73682.06,108,116.64,33.1,7.6,Wala,Wala
Ali055,Aliaga,Mabuhanging Burak,Tag-araw,2021,2021-01-24,2021-05-23,NSIC Rc438,4.27,73.0,62.0,60,3711.28,19.98,74151.32,119,111.88,29.6,8.2,Wala,Wala
Ali056,Aliaga,Banlik,Tag-araw,2021,2020-12-17,2021-04-02,NSIC Rc160,0.97,100.0,93.0,60,5604.37,19.98,111975.39,106,53.08,30.9,7.4,Wala,Wala
Ali057,Aliaga,Mabuhanging Burak,Tag-araw,2021,2020-12-01,2021-03-29,NSIC Rc354,1.46,88.0,70.0,60,4208.34,19.98,84082.58,118,85.89,34.1,6.8,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Ali058,Aliaga,Burak,Tag-araw,2021,2020-12-10,2021-03-22,NSIC Rc238,2.45,90.0,82.0,60,4937.13,19.98,98643.95,102,41.85,31.3,6.7,Wala,Wala
Ali059,Aliaga,Mabuhanging Burak,Tag-araw,2021,2020-12-10,2021-03-25,NSIC Rc238,2.67,83.0,73.0,60,4389.37,19.98,87699.55,105,147.65,31.4,7.7,Wala,Wala
Ali060,Aliaga,Burak,Tag-araw,2021,2020-12-26,2021-04-08,NSIC Rc354,4.81,95.0,72.0,60,4335.95,19.98,86632.22,103,123.02,31.7,6.7,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Ali061,Aliaga,Banlik,Tag-araw,2021,2020-12-04,2021-03-23,NSIC Rc160,3.9,89.0,72.0,60,4344.61,19.98,86805.32,109,112.84,31.5,7.5,Wala,Wala
Ali062,Aliaga,Malagkit na Lupa,Tag-araw,2021,2020-12-25,2021-04-21,NSIC Rc354,2.23,80.0,64.0,60,3817.1,19.98,76265.64,117,133.35,28.9,8.0,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Ali063,Aliaga,Burak,Tag-araw,2021,2020-12-25,2021-04-11,NSIC Rc354,4.6,75.0,73.0,60,4359.69,19.98,87106.64,107,81.83,32.6,7.5,Wala,Wala
Ali064,Aliaga,Burak,Tag-araw,2021,2020-12-14,2021-04-05,NSIC Rc354,0.87,80.0,68.0,60,4107.81,19.98,82074.07,112,126.68,35.0,8.2,Wala,Wala
Ali065,Aliaga,Banlik,Tag-araw,2021,2020-12-13,2021-04-11,NSIC Rc354,3.85,68.0,61.0,60,3631.98,19.98,72566.92,119,80.45,35.0,7.2,Wala,Wala
Ali066,Aliaga,Banlik,Tag-araw,2021,2020-12-28,2021-04-24,NSIC Rc354,1.3,84.0,72.0,60,4319.31,19.98,86299.79,117,67.05,34.7,7.0,Wala,Wala
Ali067,Aliaga,Banlik,Tag-araw,2021,2021-01-26,2021-05-17,NSIC Rc354,4.65,80.0,64.0,60,3815.95,19.98,76242.67,111,140.87,30.2,8.0,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Zar000,Zaragoza,Mabuhanging Burak,Tag-araw,2021,2021-01-03,2021-04-25,NSIC Rc354,0.66,89.0,71.0,60,4278.52,19.98,85484.82,112,115.35,31.9,8.0,Wala,Wala
Zar001,Zaragoza,Mabuhanging Burak,Tag-araw,2021,2020-12-12,2021-03-27,NSIC Rc354,4.08,81.0,73.0,60,4386.22,19.98,87636.75,105,131.28,31.6,7.8,Wala,Wala
Zar002,Zaragoza,Banlik,Tag-araw,2021,2020-12-14,2021-04-13,NSIC Rc438,3.04,85.0,73.0,60,4362.47,19.98,87162.08,120,84.64,34.7,7.0,Wala,Wala
Zar003,Zaragoza,Mabuhanging Burak,Tag-araw,2021,2021-01-26,2021-05-19,NSIC Rc438,1.68,78.0,71.0,60,4262.15,19.98,85157.83,113,95.06,33.7,7.8,Wala,Wala
Zar004,Zaragoza,Malagkit na Lupa,Tag-araw,2021,2020-12-08,2021-03-25,NSIC Rc238,1.02,84.0,64.0,60,3847.86,19.98,76880.26,107,88.73,35.3,6.0,Matinding Init; Mababang Ani,Regular na pagpapatubig; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Zar005,Zaragoza,Mabuhanging Burak,Tag-araw,2021,2021-01-17,2021-05-13,NSIC Rc438,3.54,69.0,57.0,60,3393.21,19.98,67796.35,116,66.08,30.8,6.9,Wala,Wala
Zar006,Zaragoza,Mabuhanging Burak,Tag-araw,2021,2020-12-02,2021-03-17,NSIC Rc160,0.73,95.0,80.0,60,4772.51,19.98,95354.83,105,176.23,31.1,7.6,Wala,Wala
Zar007,Zaragoza,Mabuhanging Burak,Tag-araw,2021,2020-12-13,2021-04-05,NSIC Rc438,4.74,73.0,63.0,60,3799.79,19.98,75919.9,113,180.05,33.8,8.3,Wala,Wala
Zar008,Zaragoza,Banlik,Tag-araw,2021,2020-12-08,2021-03-22,NSIC Rc160,4.87,80.0,76.0,60,4532.11,19.98,90551.59,104,92.27,28.4,7.4,Wala,Wala
Zar009,Zaragoza,Mabuhanging Burak,Tag-araw,2021,2020-12-26,2021-04-19,NSIC Rc438,1.41,89.0,65.0,60,3871.75,19.98,77357.53,114,99.03,32.2,7.1,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Zar010,Zaragoza,Burak,Tag-araw,2021,2020-12-03,2021-03-19,NSIC Rc438,2.76,94.0,62.0,60,3736.5,19.98,74655.26,106,158.36,35.2,6.3,Matinding Init; Mababang Ani,Regular na pagpapatubig; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Zar011,Zaragoza,Burak,Tag-araw,2021,2020-12-15,2021-03-26,NSIC Rc160,3.73,83.0,74.0,60,4439.87,19.98,88708.61,101,65.75,33.6,6.5,Wala,Wala
Zar012,Zaragoza,Burak,Tag-araw,2021,2020-12-16,2021-04-06,NSIC Rc438,2.62,88.0,77.0,60,4649.62,19.98,92899.34,111,138.27,34.1,8.3,Wala,Wala
Zar013,Zaragoza,Buhanging Lupa,Tag-araw,2021,2020-12-17,2021-04-14,NSIC Rc160,1.88,76.0,62.0,60,3734.39,19.98,74613.12,118,124.93,28.1,8.1,Wala,Wala
Zar014,Zaragoza,Mabuhanging Burak,Tag-araw,2021,2021-01-11,2021-04-21,NSIC Rc354,4.71,87.0,76.0,60,4587.57,19.98,91659.7,100,92.23,29.7,7.1,Wala,Wala
Zar015,Zaragoza,Malagkit na Lupa,Tag-araw,2021,2020-12-16,2021-04-02,NSIC Rc354,2.32,71.0,65.0,60,3876.01,19.98,77442.74,107,89.87,34.0,7.2,Wala,Wala
Zar016,Zaragoza,Burak,Tag-araw,2021,2020-12-01,2021-03-26,NSIC Rc238,1.77,89.0,74.0,60,4433.14,19.98,88574.09,115,115.26,34.3,8.1,Wala,Wala
Zar017,Zaragoza,Mabuhanging Burak,Tag-araw,2021,2020-12-14,2021-03-27,NSIC Rc438,0.83,74.0,64.0,60,3816.43,19.98,76252.36,103,117.09,29.4,7.7,Wala,Wala
Zar018,Zaragoza,Mabuhanging Burak,Tag-araw,2021,2021-01-20,2021-05-12,NSIC Rc238,2.05,99.0,85.0,60,5073.46,19.98,101367.77,112,-26.04,32.3,7.6,Wala,Wala
Zar019,Zaragoza,Malagkit na Lupa,Tag-araw,2021,2021-01-11,2021-05-11,NSIC Rc160,1.78,90.0,81.0,60,4834.76,19.98,96598.42,120,89.3,30.0,7.2,Wala,Wala
Zar020,Zaragoza,Malagkit na Lupa,Tag-araw,2021,2021-01-12,2021-05-05,NSIC Rc238,1.02,69.0,57.0,60,3408.83,19.98,68108.36,113,14.97,30.5,7.5,Wala,Wala
Zar021,Zaragoza,Burak,Tag-araw,2021,2021-01-15,2021-05-01,NSIC Rc238,2.62,71.0,52.0,60,3133.64,19.98,62610.14,106,90.28,33.3,6.6,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Zar022,Zaragoza,Mabuhanging Burak,Tag-araw,2021,2021-01-11,2021-05-04,NSIC Rc438,1.21,99.0,76.0,60,4574.11,19.98,91390.63,113,109.43,35.2,7.3,Matinding Init; Mababang Ani,Regular na pagpapatubig; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Zar023,Zaragoza,Burak,Tag-araw,2021,2021-01-12,2021-05-07,NSIC Rc238,1.67,95.0,80.0,60,4813.65,19.98,96176.82,115,48.22,33.8,7.6,Wala,Wala
Zar024,Zaragoza,Mabuhanging Burak,Tag-araw,2021,2020-12-24,2021-04-18,NSIC Rc238,1.74,83.0,69.0,60,4145.32,19.98,82823.52,115,102.36,33.4,8.1,Wala,Wala
Zar025,Zaragoza,Banlik,Tag-araw,2021,2021-01-25,2021-05-13,NSIC Rc354,2.04,77.0,58.0,60,3507.75,19.98,70084.82,108,78.17,34.1,6.6,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Zar026,Zaragoza,Buhanging Lupa,Tag-araw,2021,2021-01-17,2021-05-09,NSIC Rc438,3.39,94.0,74.0,60,4437.45,19.98,88660.23,112,114.76,30.6,7.9,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Zar027,Zaragoza,Buhanging Lupa,Tag-araw,2021,2020-12-13,2021-03-30,NSIC Rc438,2.98,72.0,59.0,60,3547.27,19.98,70874.42,107,99.4,31.5,6.9,Wala,Wala
Zar028,Zaragoza,Mabuhanging Burak,Tag-araw,2021,2020-12-26,2021-04-15,NSIC Rc438,2.78,84.0,75.0,60,4508.72,19.98,90084.26,110,124.46,29.6,9.0,Wala,Wala
Zar029,Zaragoza,Mabuhanging Burak,Tag-araw,2021,2020-12-11,2021-03-27,NSIC Rc160,2.88,82.0,64.0,60,3824.66,19.98,76416.81,106,98.53,32.8,6.7,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Zar030,Zaragoza,Buhanging Lupa,Tag-araw,2021,2020-12-10,2021-03-25,NSIC Rc238,4.03,98.0,81.0,60,4846.63,19.98,96835.57,105,101.65,34.7,7.5,Wala,Wala
Zar031,Zaragoza,Banlik,Tag-araw,2021,2020-12-05,2021-03-26,NSIC Rc438,1.45,90.0,72.0,60,4341.55,19.98,86744.12,111,138.7,32.0,8.0,Wala,Wala
Zar032,Zaragoza,Malagkit na Lupa,Tag-araw,2021,2020-12-08,2021-03-27,NSIC Rc438,3.32,91.0,81.0,60,4867.32,19.98,97248.98,109,110.83,32.6,7.8,Wala,Wala
Zar033,Zaragoza,Buhanging Lupa,Tag-araw,2021,2021-01-11,2021-05-11,NSIC Rc238,1.05,83.0,68.0,60,4065.07,19.98,81220.18,120,120.16,28.3,8.1,Wala,Wala
Zar034,Zaragoza,Malagkit na Lupa,Tag-araw,2021,2020-12-05,2021-03-20,NSIC Rc438,3.82,94.0,82.0,60,4896.59,19.98,97833.95,105,84.92,29.0,7.7,Wala,Wala
Zar035,Zaragoza,Burak,Tag-araw,2021,2021-01-13,2021-05-13,NSIC Rc438,1.23,75.0,74.0,60,4420.93,19.98,88330.14,120,163.91,31.9,8.1,Wala,Wala
Zar036,Zaragoza,Buhanging Lupa,Tag-araw,2021,2021-01-15,2021-05-04,NSIC Rc354,4.88,71.0,62.0,60,3692.21,19.98,73770.39,109,90.33,33.8,7.1,Wala,Wala
Zar037,Zaragoza,Buhanging Lupa,Tag-araw,2021,2020-12-22,2021-04-12,NSIC Rc238,3.53,72.0,60.0,60,3621.09,19.98,72349.34,111,121.12,29.7,8.8,Wala,Wala
Zar038,Zaragoza,Buhanging Lupa,Tag-araw,2021,2020-12-12,2021-03-23,NSIC Rc354,1.1,83.0,77.0,60,4619.55,19.98,92298.66,101,96.45,31.3,6.7,Wala,Wala
Zar039,Zaragoza,Banlik,Tag-araw,2021,2021-01-15,2021-04-27,NSIC Rc160,4.93,99.0,83.0,60,4977.94,19.98,99459.21,102,12.77,30.6,6.4,Wala,Wala
Zar040,Zaragoza,Buhanging Lupa,Tag-araw,2021,2020-12-14,2021-04-11,NSIC Rc238,3.55,95.0,81.0,60,4864.4,19.98,97190.78,118,90.82,31.8,7.0,Wala,Wala
Zar041,Zaragoza,Malagkit na Lupa,Tag-araw,2021,2020-12-18,2021-04-14,NSIC Rc438,1.47,93.0,75.0,60,4499.21,19.98,89894.24,117,25.89,34.3,6.8,Wala,Wala
Zar042,Zaragoza,Buhanging Lupa,Tag-araw,2021,2020-12-13,2021-04-05,NSIC Rc160,0.93,85.0,70.0,60,4185.64,19.98,83629.06,113,94.89,32.1,7.5,Wala,Wala
Zar043,Zaragoza,Burak,Tag-araw,2021,2021-01-15,2021-05-08,NSIC Rc160,1.71,69.0,59.0,60,3555.93,19.98,71047.41,113,120.03,30.4,8.2,Wala,Wala
Zar044,Zaragoza,Malagkit na Lupa,Tag-araw,2021,2021-01-07,2021-04-18,NSIC Rc438,4.51,67.0,55.0,60,3328.19,19.98,66497.16,101,122.82,31.3,6.9,Wala,Wala
Zar045,Zaragoza,Buhanging Lupa,Tag-araw,2021,2021-01-03,2021-04-26,NSIC Rc160,3.11,97.0,93.0,60,5571.82,19.98,111325.03,113,55.17,33.1,8.0,Wala,Wala
Zar046,Zaragoza,Malagkit na Lupa,Tag-araw,2021,2020-12-18,2021-04-01,NSIC Rc238,2.37,93.0,80.0,60,4823.85,19.98,96380.55,104,174.58,33.4,7.1,Wala,Wala
Zar047,Zaragoza,Mabuhanging Burak,Tag-araw,2021,2020-12-21,2021-04-10,NSIC Rc438,1.62,79.0,59.0,60,3561.97,19.98,71168.07,110,146.15,31.0,7.8,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Zar048,Zaragoza,Banlik,Tag-araw,2021,2020-12-27,2021-04-10,NSIC Rc354,4.15,69.0,55.0,60,3325.77,19.98,66448.83,104,20.12,35.0,6.2,Wala,Wala
Zar049,Zaragoza,Mabuhanging Burak,Tag-araw,2021,2020-12-25,2021-04-05,NSIC Rc238,4.07,67.0,50.0,60,3028.46,19.98,60508.64,101,202.73,35.1,6.6,Matinding Init; Mababang Ani,Regular na pagpapatubig; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Zar050,Zaragoza,Mabuhanging Burak,Tag-araw,2021,2021-01-06,2021-04-27,NSIC Rc354,1.97,98.0,72.0,60,4343.55,19.98,86784.2,111,83.21,29.7,7.8,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Zar051,Zaragoza,Buhanging Lupa,Tag-araw,2021,2020-12-23,2021-04-03,NSIC Rc238,2.07,67.0,55.0,60,3273.55,19.98,65405.46,101,46.72,28.6,6.8,Wala,Wala
