ID_Magsasaka,Bayan,Uri_ng_Lupa,Panahon,Taon,Petsa_ng_Pagtatanim,Petsa_ng_Pag_aani,Uri_ng_Palay,Sukat_ng_Bukid_Ektarya,Inaasahang_Ani_Sako,Aktwal_na_Ani_Sako,Kilos_kada_Sako,Kabuuang_Kilos,Presyo_kada_Kilo,Kabuuang_Kita,Tagal_ng_Paglago_Araw,Kabuuang_Ulan_mm,Temperatura_Celsius,Antas_ng_Tagumpay,Mga_Hamon,Mga_Rekomendasyon,Total_Inaasahang_Kilo,Aktwal_Nabentang_Kilo,Total_Inaasahang_Kita,Aktwal_Nabentang_Kita,Planting_Month,Planting_Day,Reaping_Month,Reaping_Day,Planting_Typhoon_Risk,Reaping_Typhoon_Risk,Typhoon_Risk,Uri_ng_Palay_Freq,Bayan_Freq,Uri_ng_Lupa_Freq,Reduction_Percentage
San053,San Jose,Malagkit na Lupa,Tag-ulan,2022,2022-06-22,2022-10-13,NSIC Rc216,3.76,315.84,285.91100847338373,60,5076.87,18.02,91485.21,113,240.55,28.9,9.6,Wala,Wala,15160.32,5100.0,4553.14944,1531.7,6,22,10,13,1,1,1,957,794,1511,0.09475997823776672
San054,San Jose,Buhanging Lupa,Tag-ulan,2022,2022-05-06,2022-08-27,NSIC Rc222,1.91,160.44,160.44,60,4260.22,18.02,76769.09,113,308.78,27.7,8.5,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,9626.4,4260.0,2891.1288,1279.42,5,6,8,27,0,1,1,952,794,1539,0.0
San055,San Jose,Buhanging Lupa,Tag-ulan,2022,2022-06-11,2022-09-27,NSIC Rc222,3.35,281.40000000000003,274.87239725172645,60,5521.71,18.02,99501.19,108,340.46,30.5,7.9,Wala,Wala,14351.400000000001,5520.0,4310.2038,1657.84,6,11,9,27,1,1,1,952,794,1539,0.02319688254539294
San056,San Jose,Banlik,Tag-ulan,2022,2022-05-08,2022-08-20,NSIC Rc402,2.3,193.2,165.0755972083232,60,4604.49,18.02,82972.94,104,223.72,26.8,8.6,Wala,Wala,9273.6,4620.0,2785.1711999999998,1387.54,5,8,8,20,0,1,1,994,794,1501,0.14557144302110148
San057,San Jose,Malagkit na Lupa,Tag-ulan,2022,2022-05-01,2022-08-27,PSB Rc82,0.87,73.08,73.08,60,3525.33,18.02,63526.36,118,341.01,27.1,7.9,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,4384.8,3540.0,1316.9016,1063.18,5,1,8,27,0,1,1,948,794,1511,0.0
San058,San Jose,Buhanging Lupa,Tag-ulan,2022,2022-06-23,2022-10-04,NSIC Rc216,4.74,398.16,346.16109436493383,60,3102.79,18.02,55912.28,103,260.09,30.0,7.3,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,19111.68,3120.0,5739.87456,937.04,6,23,10,4,1,1,1,957,794,1539,0.13059801495646514
San059,San Jose,Burak,Tag-ulan,2022,2022-05-27,2022-09-15,PSB Rc82,1.13,94.91999999999999,78.53277316151141,60,3972.66,18.02,71587.38,111,235.52,27.4,9.5,Wala,Wala,4556.16,3960.0,1368.3667199999998,1189.32,5,27,9,15,0,1,1,948,794,1548,0.17264250778011558
San060,San Jose,Buhanging Lupa,Tag-ulan,2022,2022-05-10,2022-08-26,NSIC Rc216,3.47,291.48,291.48,60,3444.43,18.02,62068.63,108,316.43,26.9,8.0,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,17488.800000000003,3420.0,5252.4696,1027.1399999999999,5,10,8,26,0,1,1,957,794,1539,0.0
San061,San Jose,Mabuhanging Burak,Tag-ulan,2022,2022-05-27,2022-09-07,NSIC Rc402,3.58,300.72,300.72,60,5312.63,18.02,95733.65,103,339.16,26.9,7.8,Wala,Wala,18043.2,5340.0,5418.9744,1603.78,5,27,9,7,0,1,1,994,794,1500,0.0
San062,San Jose,Burak,Tag-ulan,2022,2022-06-11,2022-09-20,NSIC Rc402,3.15,264.59999999999997,264.59999999999997,60,4120.25,18.02,74246.97,101,370.43,27.7,7.7,Wala,Wala,15875.999999999998,4140.0,4768.092,1243.3799999999999,6,11,9,20,1,1,1,994,794,1548,0.0
San063,San Jose,Mabuhanging Burak,Tag-ulan,2022,2022-05-26,2022-09-23,NSIC Rc402,2.53,212.51999999999998,212.51999999999998,60,4241.25,18.02,76427.38,120,333.56,29.5,7.9,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,13388.759999999998,4260.0,4021.0909199999996,1279.42,5,26,9,23,0,1,1,994,794,1500,0.0
San064,San Jose,Mabuhanging Burak,Tag-ulan,2022,2022-06-27,2022-10-22,NSIC Rc216,1.04,87.36,80.38068884977761,60,4666.53,18.02,84090.93,117,268.62,23.9,8.3,Wala,Wala,3564.288,4680.0,1070.474496,1405.56,6,27,10,22,1,1,1,957,794,1500,0.07989138221408405
San065,San Jose,Mabuhanging Burak,Tag-ulan,2022,2022-06-17,2022-10-12,NSIC Rc402,2.9,243.6,243.6,60,4177.07,18.02,75270.83,117,318.04,28.1,8.1,Wala,Wala,14616.0,4200.0,4389.672,1261.3999999999999,6,17,10,12,1,1,1,994,794,1500,0.0
Gap000,Gapan,Malagkit na Lupa,Tag-ulan,2022,2022-06-26,2022-10-10,NSIC Rc402,4.95,415.8,415.8,60,4260.91,18.02,76781.55,106,327.79,27.5,8.0,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,24948.0,4260.0,7492.716,1279.42,6,26,10,10,1,1,1,994,745,1511,0.0
Gap001,Gapan,Buhanging Lupa,Tag-ulan,2022,2022-05-20,2022-09-05,NSIC Rc402,4.22,354.47999999999996,276.05980780120336,60,4875.82,18.02,87862.34,108,278.48,32.0,8.3,Wala,Wala,14462.784,4860.0,4343.656128,1459.62,5,20,9,5,0,1,1,994,745,1539,0.2212259992067158
Gap002,Gapan,Malagkit na Lupa,Tag-ulan,2022,2022-06-04,2022-10-01,PSB Rc82,1.46,122.64,104.97827035120598,60,3748.18,18.02,67542.12,119,226.38,29.5,8.4,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,5886.72,3720.0,1767.9782400000001,1117.24,6,4,10,1,1,1,1,948,745,1511,0.14401279883230608
Gap003,Gapan,Mabuhanging Burak,Tag-ulan,2022,2022-06-02,2022-09-12,NSIC Rc216,2.39,200.76000000000002,188.54469314802657,60,3279.94,18.02,59104.56,102,271.27,27.3,8.0,Wala,Wala,9636.480000000001,3300.0,2894.1561600000005,991.1,6,2,9,12,1,1,1,957,745,1500,0.060845322036129884
Gap004,Gapan,Malagkit na Lupa,Tag-ulan,2022,2022-05-07,2022-09-04,NSIC Rc402,0.95,79.8,72.77340364802103,60,3805.66,18.02,68577.98,120,284.14,26.4,9.0,Wala,Wala,4021.9200000000005,3780.0,1207.9166400000001,1135.26,5,7,9,4,0,1,1,994,745,1511,0.08805258586439799
Gap005,Gapan,Buhanging Lupa,Tag-ulan,2022,2022-06-21,2022-10-14,NSIC Rc402,4.49,377.16,354.0380591823066,60,4125.77,18.02,74346.36,115,328.56,30.8,8.4,Wala,Wala,19235.16,4140.0,5776.95972,1243.3799999999999,6,21,10,14,1,1,1,994,745,1539,0.06130538980192343
Gap006,Gapan,Banlik,Tag-ulan,2022,2022-05-03,2022-08-20,NSIC Rc402,1.9,159.6,159.6,60,4074.94,18.02,73430.38,109,323.5,28.2,8.2,Wala,Wala,9576.0,4080.0,2875.9919999999997,1225.36,5,3,8,20,0,1,1,994,745,1501,0.0
Gap007,Gapan,Banlik,Tag-ulan,2022,2022-06-08,2022-09-18,NSIC Rc222,1.72,144.48,130.1730933633782,60,4036.73,18.02,72741.95,102,250.68,29.0,8.4,Wala,Wala,6935.04,4020.0,2082.82368,1207.34,6,8,9,18,1,1,1,952,745,1501,0.09902344017595366
Gap008,Gapan,Banlik,Tag-ulan,2022,2022-06-07,2022-09-20,NSIC Rc216,2.4,201.6,198.92550204910995,60,2849.33,18.02,51344.9,105,407.82,27.2,6.7,Matinding Ulan; Mababang Ani,Pagpapalakas ng drainage system; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,10886.4,2820.0,3269.5488,846.9399999999999,6,7,9,20,1,1,1,957,745,1501,0.013266358883383133
Gap009,Gapan,Banlik,Tag-ulan,2022,2022-05-22,2022-09-16,NSIC Rc216,2.52,211.68,188.94485568973687,60,4163.45,18.02,75025.32,117,281.2,26.9,8.5,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,10160.640000000001,4140.0,3051.5788800000005,1243.3799999999999,5,22,9,16,0,1,1,957,745,1501,0.10740336503336699
Gap010,Gapan,Banlik,Tag-ulan,2022,2022-06-21,2022-10-13,PSB Rc82,1.15,96.6,76.53713453893917,60,3934.19,18.02,70894.04,114,275.53,22.5,8.8,Wala,Wala,3941.28,3960.0,1183.69776,1189.32,6,21,10,13,1,1,1,948,745,1501,0.207690118644522
Gap011,Gapan,Mabuhanging Burak,Tag-ulan,2022,2022-06-11,2022-10-07,NSIC Rc402,1.02,85.68,85.68,60,4857.49,18.02,87531.89,118,320.25,26.3,8.1,Wala,Wala,5140.8,4860.0,1543.9536,1459.62,6,11,10,7,1,1,1,994,745,1500,0.0
Gap012,Gapan,Burak,Tag-ulan,2022,2022-06-02,2022-09-28,PSB Rc82,0.62,52.08,45.54517267147647,60,4651.66,18.02,83822.91,118,219.49,29.5,8.8,Wala,Wala,2499.84,4680.0,750.7852800000001,1405.56,6,2,9,28,1,1,1,948,745,1548,0.12547671521742565
Gap013,Gapan,Buhanging Lupa,Tag-ulan,2022,2022-05-28,2022-09-20,NSIC Rc216,2.52,211.68,206.25389184254695,60,4344.21,18.02,78282.7,115,245.9,27.3,9.1,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,10160.640000000001,4320.0,3051.5788800000005,1297.44,5,28,9,20,0,1,1,957,745,1539,0.02563354193808131
Gap014,Gapan,Banlik,Tag-ulan,2022,2022-05-25,2022-09-03,PSB Rc82,3.01,252.83999999999997,252.83999999999997,60,5251.71,18.02,94635.85,101,373.32,25.2,7.7,Wala,Wala,15170.399999999998,5280.0,4556.176799999999,1585.76,5,25,9,3,0,1,1,948,745,1501,0.0
Gap015,Gapan,Banlik,Tag-ulan,2022,2022-06-01,2022-09-16,PSB Rc82,3.48,292.32,264.45041318255613,60,4061.01,18.02,73179.31,107,223.37,28.5,8.8,Wala,Wala,14031.36,4080.0,4214.08512,1225.36,6,1,9,16,1,1,1,948,745,1501,0.09533930903613803
Gap016,Gapan,Mabuhanging Burak,Tag-ulan,2022,2022-06-05,2022-10-01,NSIC Rc222,1.81,152.04,142.38234148747821,60,3051.42,18.02,54986.57,118,357.47,24.9,7.1,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,7754.039999999999,3060.0,2328.7966799999995,919.02,6,5,10,1,1,1,1,952,745,1500,0.0635205111320822
Gap017,Gapan,Buhanging Lupa,Tag-ulan,2022,2022-06-04,2022-09-25,NSIC Rc402,3.82,320.88,320.88,60,4654.64,18.02,83876.67,113,320.38,29.2,9.1,Wala,Wala,19252.8,4680.0,5782.2576,1405.56,6,4,9,25,1,1,1,994,745,1539,0.0
Gap018,Gapan,Buhanging Lupa,Tag-ulan,2022,2022-06-14,2022-10-01,NSIC Rc222,1.5,126.0,95.24314146635729,60,5186.24,18.02,93456.12,109,197.04,29.6,8.3,Wala,Wala,6048.000000000001,5160.0,1816.4160000000002,1549.72,6,14,10,1,1,1,1,952,745,1539,0.2441020518543072
Gap019,Gapan,Burak,Tag-ulan,2022,2022-05-16,2022-09-05,NSIC Rc222,2.29,192.36,192.36,60,4594.89,18.02,82799.88,112,343.83,27.4,8.9,Wala,Wala,11541.6,4620.0,3466.3272,1387.54,5,16,9,5,0,1,1,952,745,1548,0.0
Gap020,Gapan,Buhanging Lupa,Tag-ulan,2022,2022-05-16,2022-09-03,NSIC Rc402,0.88,73.92,70.38546180074252,60,3774.74,18.02,68020.77,110,362.62,30.3,8.5,Wala,Wala,3769.92,3780.0,1132.23264,1135.26,5,16,9,3,0,1,1,994,745,1539,0.047815722392552454
Gap021,Gapan,Buhanging Lupa,Tag-ulan,2022,2022-05-28,2022-09-11,NSIC Rc402,1.76,147.84,147.84,60,4760.07,18.02,85776.53,106,305.16,27.1,8.5,Wala,Wala,8870.4,4740.0,2664.0768,1423.58,5,28,9,11,0,1,1,994,745,1539,0.0
Gap022,Gapan,Mabuhanging Burak,Tag-ulan,2022,2022-05-13,2022-09-08,PSB Rc82,0.7,58.8,55.65788807134224,60,4392.38,18.02,79150.75,118,251.36,27.9,8.7,Wala,Wala,2822.4,4380.0,847.6608,1315.46,5,13,9,8,0,1,1,948,745,1500,0.053437277698261086
Gap023,Gapan,Banlik,Tag-ulan,2022,2022-06-03,2022-09-27,NSIC Rc402,2.9,243.6,243.6,60,4509.66,18.02,81264.06,116,328.49,27.4,8.2,Wala,Wala,14616.0,4500.0,4389.672,1351.5,6,3,9,27,1,1,1,994,745,1501,0.0
Gap024,Gapan,Banlik,Tag-ulan,2022,2022-06-19,2022-10-06,PSB Rc82,4.64,389.76,330.5043923029747,60,4609.06,18.02,83055.33,109,190.12,30.5,7.4,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,15902.207999999999,4620.0,4775.963135999999,1387.54,6,19,10,6,1,1,1,948,745,1501,0.15203101317997061
Gap025,Gapan,Malagkit na Lupa,Tag-ulan,2022,2022-06-24,2022-10-21,NSIC Rc216,0.77,64.68,64.68,60,3719.04,18.02,67017.09,119,309.51,27.2,8.4,Wala,Wala,3880.8,3720.0,1165.5336000000002,1117.24,6,24,10,21,1,1,1,957,745,1511,0.0
Gap026,Gapan,Burak,Tag-ulan,2022,2022-06-03,2022-09-27,NSIC Rc402,2.39,200.76000000000002,187.4964977591405,60,4026.89,18.02,72564.47,116,342.86,31.0,7.3,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,10238.76,4020.0,3075.0409200000004,1207.34,6,3,9,27,1,1,1,994,745,1548,0.06606645866138428
Gap027,Gapan,Mabuhanging Burak,Tag-ulan,2022,2022-05-22,2022-09-13,NSIC Rc402,2.97,249.48000000000002,229.7455202718663,60,3749.85,18.02,67572.34,114,159.9,28.9,8.8,Wala,Wala,11975.040000000003,3720.0,3596.5036800000003,1117.24,5,22,9,13,0,1,1,994,745,1500,0.07910245201272134
Gap028,Gapan,Mabuhanging Burak,Tag-ulan,2022,2022-05-09,2022-08-26,NSIC Rc402,2.09,175.56,161.96691132896754,60,4731.54,18.02,85262.42,109,228.67,29.0,8.6,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,8426.880000000001,4740.0,2530.87296,1423.58,5,9,8,26,0,1,1,994,745,1500,0.07742702592294631
Gap029,Gapan,Burak,Tag-ulan,2022,2022-06-01,2022-09-19,PSB Rc82,3.15,264.59999999999997,264.59999999999997,60,3977.21,18.02,71669.35,110,306.4,29.3,8.5,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,15875.999999999998,3960.0,4768.092,1189.32,6,1,9,19,1,1,1,948,745,1548,0.0
Gap030,Gapan,Malagkit na Lupa,Tag-ulan,2022,2022-05-10,2022-09-06,PSB Rc82,1.57,131.88,117.62833699853554,60,3779.02,18.02,68097.86,119,275.04,24.3,8.1,Wala,Wala,5380.704,3780.0,1616.0047679999998,1135.26,5,10,9,6,0,1,1,948,745,1511,0.1080653852097698
Gap031,Gapan,Malagkit na Lupa,Tag-ulan,2022,2022-05-04,2022-08-26,NSIC Rc402,4.4,369.6,336.3595723317603,60,4391.65,18.02,79137.47,114,277.48,28.8,9.5,Wala,Wala,17740.8,4380.0,5328.1536,1315.46,5,4,8,26,0,1,1,994,745,1511,0.08993622204610306
Gap032,Gapan,Malagkit na Lupa,Tag-ulan,2022,2022-06-12,2022-10-03,NSIC Rc402,2.79,234.36,234.36,60,3244.32,18.02,58462.7,113,350.77,25.7,8.6,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,14061.6,3240.0,4223.1672,973.0799999999999,6,12,10,3,1,1,1,994,745,1511,0.0
Gap033,Gapan,Malagkit na Lupa,Tag-ulan,2022,2022-06-04,2022-09-20,NSIC Rc402,1.44,120.96,120.96,60,4377.1,18.02,78875.25,108,351.35,26.7,7.9,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,7257.599999999999,4380.0,2179.6992,1315.46,6,4,9,20,1,1,1,994,745,1511,0.0
Gap034,Gapan,Mabuhanging Burak,Tag-ulan,2022,2022-05-22,2022-09-03,NSIC Rc216,2.41,202.44,202.44,60,3798.63,18.02,68451.32,104,318.12,27.0,7.2,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,12146.4,3780.0,3647.9687999999996,1135.26,5,22,9,3,0,1,1,957,745,1500,0.0
Gap035,Gapan,Malagkit na Lupa,Tag-ulan,2022,2022-05-09,2022-08-24,NSIC Rc402,4.02,337.67999999999995,337.67999999999995,60,3884.26,18.02,69994.4,107,309.11,29.8,8.1,Wala,Wala,20260.799999999996,3900.0,6084.993599999999,1171.3,5,9,8,24,0,1,1,994,745,1511,0.0
Gap036,Gapan,Banlik,Tag-ulan,2022,2022-06-25,2022-10-13,PSB Rc82,4.47,375.47999999999996,363.0596488731666,60,3554.2,18.02,64046.63,110,238.65,26.6,9.2,Wala,Wala,18023.039999999997,3540.0,5412.919679999999,1063.18,6,25,10,13,1,1,1,948,745,1501,0.03307859573568047
Gap037,Gapan,Malagkit na Lupa,Tag-ulan,2022,2022-05-01,2022-08-24,NSIC Rc216,3.15,264.59999999999997,226.72296968125212,60,4685.12,18.02,84425.87,115,309.25,32.8,8.3,Wala,Wala,13494.599999999999,4680.0,4052.878199999999,1405.56,5,1,8,24,0,1,1,957,745,1511,0.14314826273147324
Gap038,Gapan,Buhanging Lupa,Tag-ulan,2022,2022-05-09,2022-08-29,NSIC Rc402,4.1,344.4,335.9988419458965,60,3396.74,18.02,61209.17,112,256.84,32.1,8.3,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,14051.519999999999,3420.0,4220.13984,1027.1399999999999,5,9,8,29,0,1,1,994,745,1539,0.02439360642887185
Gap039,Gapan,Malagkit na Lupa,Tag-ulan,2022,2022-06-03,2022-09-17,NSIC Rc402,1.84,154.56,143.03967572786092,60,3251.02,18.02,58583.44,106,400.22,27.8,6.8,Matinding Ulan; Mababang Ani,Pagpapalakas ng drainage system; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,8346.240000000002,3240.0,2506.6540800000002,973.0799999999999,6,3,9,17,1,1,1,994,745,1511,0.07453625952470948
Gap040,Gapan,Mabuhanging Burak,Tag-ulan,2022,2022-06-02,2022-09-22,PSB Rc82,4.88,409.92,369.54689228298236,60,5231.53,18.02,94272.15,112,285.09,26.6,9.6,Wala,Wala,19676.160000000003,5220.0,5909.406720000001,1567.74,6,2,9,22,1,1,1,948,745,1500,0.09849021203409844
Gap041,Gapan,Burak,Tag-ulan,2022,2022-05-05,2022-09-01,NSIC Rc402,4.93,414.12,388.72275629338884,60,4910.53,18.02,88487.8,119,296.59,25.2,9.1,Wala,Wala,19877.760000000002,4920.0,5969.953920000001,1477.6399999999999,5,5,9,1,0,1,1,994,745,1548,0.06132822299481111
Gap042,Gapan,Burak,Tag-ulan,2022,2022-06-21,2022-10-03,PSB Rc82,4.43,372.12,307.40163628946976,60,4698.19,18.02,84661.38,104,296.19,31.0,7.5,Wala,Wala,15182.496000000001,4680.0,4559.809632,1405.56,6,21,10,3,1,1,1,948,745,1548,0.17391799341752728
Gap043,Gapan,Mabuhanging Burak,Tag-ulan,2022,2022-06-10,2022-10-06,PSB Rc82,4.24,356.16,336.1228204790232,60,3832.06,18.02,69053.69,118,269.45,27.5,8.7,Wala,Wala,17095.680000000004,3840.0,5134.40256,1153.28,6,10,10,6,1,1,1,948,745,1500,0.056258927226462405
Gap044,Gapan,Mabuhanging Burak,Tag-ulan,2022,2022-06-25,2022-10-04,PSB Rc82,3.23,271.32,229.58714472927957,60,3800.58,18.02,68486.43,101,214.94,28.7,8.2,Wala,Wala,13023.36,3780.0,3911.3491200000003,1135.26,6,25,10,4,1,1,1,948,745,1500,0.15381415034173823
Gap045,Gapan,Banlik,Tag-ulan,2022,2022-05-26,2022-09-13,NSIC Rc222,3.37,283.08,283.08,60,5366.11,18.02,96697.24,110,313.22,28.1,9.1,Wala,Wala,16984.8,5340.0,5101.1016,1603.78,5,26,9,13,0,1,1,952,745,1501,0.0
Gap046,Gapan,Malagkit na Lupa,Tag-ulan,2022,2022-05-08,2022-09-02,NSIC Rc216,4.24,356.16,340.4059317190242,60,3678.34,18.02,66283.75,117,289.16,27.4,8.8,Wala,Wala,17095.680000000004,3660.0,5134.40256,1099.22,5,8,9,2,0,1,1,957,745,1511,0.04423312073499506
Gap047,Gapan,Malagkit na Lupa,Tag-ulan,2022,2022-05-09,2022-08-20,NSIC Rc402,3.74,314.16,314.16,60,4056.39,18.02,73096.08,103,325.1,27.9,7.2,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,18849.600000000002,4080.0,5661.1632,1225.36,5,9,8,20,0,1,1,994,745,1511,0.0
Gap048,Gapan,Burak,Tag-ulan,2022,2022-05-12,2022-09-03,NSIC Rc216,4.66,391.44,391.44,60,4539.99,18.02,81810.62,114,315.75,28.4,8.6,Wala,Wala,23486.4,4560.0,7053.748799999999,1369.52,5,12,9,3,0,1,1,957,745,1548,0.0
Gap049,Gapan,Mabuhanging Burak,Tag-ulan,2022,2022-05-22,2022-09-19,NSIC Rc402,2.93,246.12,246.12,60,4563.69,18.02,82237.62,120,356.17,29.4,8.0,Wala,Wala,15505.56,4560.0,4656.83652,1369.52,5,22,9,19,0,1,1,994,745,1500,0.0
Gap050,Gapan,Banlik,Tag-ulan,2022,2022-05-27,2022-09-14,NSIC Rc402,0.91,76.44,71.25824388239484,60,3855.85,18.02,69482.5,110,309.64,31.0,7.6,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,3898.4399999999996,3840.0,1170.8314799999998,1153.28,5,27,9,14,0,1,1,994,745,1501,0.06778854156992616
Gap051,Gapan,Banlik,Tag-ulan,2022,2022-05-22,2022-08-31,NSIC Rc216,1.96,164.64,151.00619939681573,60,3509.17,18.02,63235.27,101,321.01,30.6,6.9,Wala,Wala,8396.64,3480.0,2521.7908799999996,1045.16,5,22,8,31,0,1,1,957,745,1501,0.08280977042750404
Gap052,Gapan,Buhanging Lupa,Tag-ulan,2022,2022-05-01,2022-08-21,NSIC Rc402,4.77,400.67999999999995,362.79954768209905,60,2963.33,18.02,53399.26,112,330.35,24.3,7.7,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,20434.68,2940.0,6137.21556,882.98,5,1,8,21,0,1,1,994,745,1539,0.0945404120941922
Gap053,Gapan,Malagkit na Lupa,Tag-ulan,2022,2022-06-19,2022-10-12,NSIC Rc402,4.0,336.0,336.0,60,3793.12,18.02,68352.02,115,365.24,28.3,8.8,Wala,Wala,20160.0,3780.0,6054.72,1135.26,6,19,10,12,1,1,1,994,745,1511,0.0
Gap054,Gapan,Burak,Tag-ulan,2022,2022-06-15,2022-10-13,PSB Rc82,3.41,286.44,263.53523120674004,60,4370.61,18.02,78758.48,120,297.4,28.6,8.5,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,14436.576000000001,4380.0,4335.784992000001,1315.46,6,15,10,13,1,1,1,948,745,1548,0.07996358327489178
Gap055,Gapan,Banlik,Tag-ulan,2022,2022-05-28,2022-09-24,NSIC Rc216,1.42,119.28,116.85865527179624,60,4233.4,18.02,76285.82,119,282.75,28.5,8.6,Wala,Wala,5725.4400000000005,4260.0,1719.5404800000001,1279.42,5,28,9,24,0,1,1,957,745,1501,0.02029967075958897
Gap056,Gapan,Burak,Tag-ulan,2022,2022-05-05,2022-08-15,NSIC Rc216,0.54,45.36,37.05871859368804,60,3955.38,18.02,71275.9,102,270.41,30.5,7.9,Wala,Wala,1850.688,3960.0,555.823296,1189.32,5,5,8,15,0,1,1,957,745,1548,0.18300884934550166
Gap057,Gapan,Banlik,Tag-ulan,2022,2022-06-23,2022-10-13,PSB Rc82,3.78,317.52,312.9688068154745,60,4511.96,18.02,81305.6,112,294.32,27.2,9.2,Wala,Wala,15240.96,4500.0,4577.36832,1351.5,6,23,10,13,1,1,1,948,745,1501,0.01433356382125669
Gap058,Gapan,Malagkit na Lupa,Tag-ulan,2022,2022-05-27,2022-09-17,NSIC Rc216,4.24,356.16,337.7745234700771,60,3443.89,18.02,62058.94,113,253.75,28.5,9.1,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,17095.680000000004,3420.0,5134.40256,1027.1399999999999,5,27,9,17,0,1,1,957,745,1511,0.05162139636658507
Gap059,Gapan,Buhanging Lupa,Tag-ulan,2022,2022-06-21,2022-10-19,NSIC Rc222,4.16,349.44,349.44,60,4843.06,18.02,87271.88,120,309.36,28.8,8.2,Wala,Wala,22014.72,4860.0,6611.75424,1459.62,6,21,10,19,1,1,1,952,745,1539,0.0
Gap060,Gapan,Burak,Tag-ulan,2022,2022-06-03,2022-09-20,NSIC Rc222,4.55,382.2,341.57765254663974,60,4307.2,18.02,77615.8,109,248.64,24.8,8.0,Wala,Wala,15593.759999999998,4320.0,4683.325919999999,1297.44,6,3,9,20,1,1,1,952,745,1548,0.1062855768010472
Gap061,Gapan,Mabuhanging Burak,Tag-ulan,2022,2022-06-02,2022-09-29,NSIC Rc222,3.82,320.88,296.23745760243474,60,4071.65,18.02,73371.07,119,331.28,31.0,7.6,Wala,Wala,16364.88,4080.0,4914.91896,1225.36,6,2,9,29,1,1,1,952,745,1500,0.07679675391911392
Gap062,Gapan,Banlik,Tag-ulan,2022,2022-06-14,2022-10-12,NSIC Rc216,3.51,294.84,240.61052700882735,60,4534.53,18.02,81712.16,120,248.68,31.2,8.1,Wala,Wala,12630.9456,4560.0,3793.4939952,1369.52,6,14,10,12,1,1,1,957,745,1501,0.18392847982354027
Gap063,Gapan,Burak,Tag-ulan,2022,2022-06-28,2022-10-26,NSIC Rc222,4.74,398.16,398.16,60,3852.45,18.02,69421.23,120,314.2,28.0,8.0,Wala,Wala,25084.08,3840.0,7533.585360000001,1153.28,6,28,10,26,1,1,1,952,745,1548,0.0
Gap064,Gapan,Banlik,Tag-ulan,2022,2022-06-14,2022-10-06,PSB Rc82,4.45,373.8,333.0090897129467,60,4926.01,18.02,88766.78,114,280.12,25.2,9.3,Wala,Wala,17942.4,4920.0,5388.7008000000005,1477.6399999999999,6,14,10,6,1,1,1,948,745,1501,0.10912496063952198
Gap065,Gapan,Malagkit na Lupa,Tag-ulan,2022,2022-05-06,2022-08-25,NSIC Rc222,3.27,274.68,274.68,60,3567.86,18.02,64292.79,111,349.39,26.4,8.9,Wala,Wala,16480.8,3540.0,4949.7336,1063.18,5,6,8,25,0,1,1,952,745,1511,0.0
Gap066,Gapan,Buhanging Lupa,Tag-ulan,2022,2022-05-26,2022-09-15,NSIC Rc402,3.54,297.36,287.4854155259069,60,3848.81,18.02,69355.52,112,261.01,30.0,9.1,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,14273.280000000002,3840.0,4286.741760000001,1153.28,5,26,9,15,0,1,1,994,745,1539,0.03320750764760936
