ID_Magsasaka,Bayan,Uri_ng_Lupa,Panahon,Taon,Petsa_ng_Pagtatanim,Petsa_ng_Pag_aani,Uri_ng_Palay,Sukat_ng_Bukid_Ektarya,Inaasahang_Ani_Sako,Aktwal_na_Ani_Sako,Kilos_kada_Sako,Kabuuang_Kilos,Presyo_kada_Kilo,Kabuuang_Kita,Tagal_ng_Paglago_Araw,Kabuuang_Ulan_mm,Temperatura_Celsius,Antas_ng_Tagumpay,Mga_Hamon,Mga_Rekomendasyon,Total_Inaasahang_Kilo,Aktwal_Nabentang_Kilo,Total_Inaasahang_Kita,Aktwal_Nabentang_Kita,Planting_Month,Planting_Day,Reaping_Month,Reaping_Day,Planting_Typhoon_Risk,Reaping_Typhoon_Risk,Typhoon_Risk,Uri_ng_Palay_Freq,Bayan_Freq,Uri_ng_Lupa_Freq
Cab068,Cabanatuan,Malagkit na Lupa,Tag-ulan,2021,15/5/2021,12/9/2021,NSIC Rc222,3.82,320.88,93,60,5584.81,18.49,103263.06,120,215.29,30,8.7,Wala,Wala,19252.8,5580,5933.0712,1719.57,5,15,9,12,0,1,1,952,852,1511
Cab069,Cabanatuan,Mabuhanging Burak,Tag-ulan,2021,25/5/2021,15/9/2021,NSIC Rc222,0.98,82.32,60,60,3581.69,18.49,66225.4,113,271.52,27.3,8.9,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,4939.2,3600,1522.0968,1109.4,5,25,9,15,0,1,1,952,852,1500
Cab070,Cabanatuan,Malagkit na Lupa,Tag-ulan,2021,20/5/2021,28/8/2021,NSIC Rc222,1.15,96.6,44,60,2642.35,18.49,48856.97,100,431.89,28.6,5.9,Matinding Ulan; Mababang Ani,Pagpapalakas ng drainage system; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,5796,2640,1786.134,813.56,5,20,8,28,0,1,1,952,852,1511
Cab071,Cabanatuan,Buhanging Lupa,Tag-ulan,2021,11/6/2021,29/9/2021,PSB Rc82,1.08,90.72,58,60,3481.64,18.49,64375.5,110,280.68,23.6,8.7,Wala,Wala,5443.2,3480,1677.4128,1072.42,6,11,9,29,1,1,1,948,852,1539
Cab072,Cabanatuan,Mabuhanging Burak,Tag-ulan,2021,3/5/2021,23/8/2021,NSIC Rc402,2.16,181.44,63,60,3779.23,18.49,69878.03,112,369.49,25.3,8.8,Wala,Wala,10886.4,3780,3354.8256,1164.87,5,3,8,23,0,1,1,994,852,1500
Cab073,Cabanatuan,Malagkit na Lupa,Tag-ulan,2021,1/5/2021,27/8/2021,PSB Rc82,0.74,62.16,63,60,3800.32,18.49,70267.91,118,249.83,27.3,8.5,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,3729.6,3780,1149.3384,1164.87,5,1,8,27,0,1,1,948,852,1511
Cab074,Cabanatuan,Banlik,Tag-ulan,2021,9/6/2021,28/9/2021,PSB Rc82,3.33,279.72,77,60,4645,18.49,85886.02,111,370.82,29.5,8.8,Wala,Wala,16783.2,4620,5172.0228,1423.73,6,9,9,28,1,1,1,948,852,1501
Cab075,Cabanatuan,Malagkit na Lupa,Tag-ulan,2021,24/5/2021,16/9/2021,NSIC Rc222,2.58,216.72,62,60,3738.74,18.49,69129.22,115,292.11,28.6,9.4,Wala,Wala,13003.2,3720,4007.1528,1146.38,5,24,9,16,0,1,1,952,852,1511
Cab076,Cabanatuan,Burak,Tag-ulan,2021,14/5/2021,29/8/2021,NSIC Rc216,0.82,68.88,84,60,5069.69,18.49,93738.63,107,269.98,28.3,8.9,Wala,Wala,4132.8,5040,1273.5912,1553.16,5,14,8,29,0,1,1,957,852,1548
Cab077,Cabanatuan,Malagkit na Lupa,Tag-ulan,2021,2/5/2021,17/8/2021,NSIC Rc216,3.29,276.36,63,60,3775.16,18.49,69802.72,107,303.67,29.9,8.2,Wala,Wala,16581.6,3780,5109.8964,1164.87,5,2,8,17,0,1,1,957,852,1511
Cab078,Cabanatuan,Banlik,Tag-ulan,2021,7/5/2021,1/9/2021,NSIC Rc216,2.09,175.56,78,60,4687.5,18.49,86671.82,117,348.36,29,8.3,Wala,Wala,10533.6,4680,3246.1044,1442.22,5,7,9,1,0,1,1,957,852,1501
Cab079,Cabanatuan,Malagkit na Lupa,Tag-ulan,2021,9/5/2021,4/9/2021,NSIC Rc216,0.92,77.28,55,60,3328.27,18.49,61539.62,118,281.88,29.5,8.7,Wala,Wala,4636.8,3300,1428.9072,1016.95,5,9,9,4,0,1,1,957,852,1511
Sci000,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2021,20/5/2021,6/9/2021,NSIC Rc216,3.08,258.72,70,60,4199.33,18.49,77645.55,109,295.4,25.8,8.9,Wala,Wala,15523.2,4200,4783.7328,1294.3,5,20,9,6,0,1,1,957,705,1539
Sci001,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2021,8/6/2021,19/9/2021,NSIC Rc402,4.99,419.16,69,60,4164.31,18.49,76998.13,103,279.84,28.2,8.6,Wala,Wala,25149.6,4140,7750.2684,1275.81,6,8,9,19,1,1,1,994,705,1539
Sci002,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2021,20/5/2021,6/9/2021,NSIC Rc222,2.64,221.76,80,60,4829.85,18.49,89303.84,109,345.51,27.6,8.3,Wala,Wala,13305.6,4800,4100.3424,1479.2,5,20,9,6,0,1,1,952,705,1500
Sci003,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2021,27/5/2021,21/9/2021,NSIC Rc402,3.65,306.6,75,60,4475.85,18.49,82758.44,117,239.54,28.1,8.5,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,18396,4500,5669.034,1386.75,5,27,9,21,0,1,1,994,705,1511
Sci004,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2021,21/6/2021,30/9/2021,PSB Rc82,2.54,213.36,68,60,4071.13,18.49,75275.14,101,305.67,28.4,7.6,Wala,Wala,12801.6,4080,3945.0264,1257.32,6,21,9,30,1,1,1,948,705,1511
Sci005,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2021,14/5/2021,28/8/2021,PSB Rc82,3.27,274.68,57,60,3444.89,18.49,63696.1,106,345.99,30,7.6,Wala,Wala,16480.8,3420,5078.8332,1053.93,5,14,8,28,0,1,1,948,705,1511
Sci006,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2021,27/5/2021,17/9/2021,NSIC Rc222,3.65,306.6,52,60,3101.43,18.49,57345.45,113,270.29,26.8,9.1,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,18396,3120,5669.034,961.48,5,27,9,17,0,1,1,952,705,1539
Sci007,Science City of Muñoz,Banlik,Tag-ulan,2021,22/6/2021,4/10/2021,NSIC Rc216,4.9,411.6,72,60,4311.33,18.49,79716.46,104,247.99,29.4,8.4,Wala,Wala,24696,4320,7610.484,1331.28,6,22,10,4,1,1,1,957,705,1501
Sci008,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2021,27/5/2021,6/9/2021,NSIC Rc402,3.29,276.36,74,60,4439.37,18.49,82083.9,102,372.44,27.4,7.4,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,16581.6,4440,5109.8964,1368.26,5,27,9,6,0,1,1,994,705,1511
Sci009,Science City of Muñoz,Banlik,Tag-ulan,2021,2/5/2021,12/8/2021,NSIC Rc216,4.32,362.88,58,60,3473.69,18.49,64228.44,102,287.93,30.9,6.9,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,21772.8,3480,6709.6512,1072.42,5,2,8,12,0,1,1,957,705,1501
Sci010,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2021,24/5/2021,9/9/2021,NSIC Rc402,4.66,391.44,69,60,4169.77,18.49,77098.99,108,325.28,28.9,8,Wala,Wala,23486.4,4140,7237.7256,1275.81,5,24,9,9,0,1,1,994,705,1539
Sci011,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2021,27/5/2021,12/9/2021,NSIC Rc402,4.17,350.28,87,60,5191.48,18.49,95990.44,108,240.45,29.4,9,Wala,Wala,21016.8,5220,6476.6772,1608.63,5,27,9,12,0,1,1,994,705,1500
Sci012,Science City of Muñoz,Burak,Tag-ulan,2021,18/5/2021,14/9/2021,NSIC Rc216,4.61,387.24,85,60,5072.02,18.49,93781.59,119,253.54,25.7,8.9,Wala,Wala,23234.4,5100,7160.0676,1571.65,5,18,9,14,0,1,1,957,705,1548
Sci013,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2021,15/5/2021,26/8/2021,NSIC Rc402,1.12,94.08,72,60,4348.25,18.49,80399.21,103,282.66,26.8,8.5,Wala,Wala,5644.8,4320,1739.5392,1331.28,5,15,8,26,0,1,1,994,705,1511
Sci014,Science City of Muñoz,Burak,Tag-ulan,2021,5/5/2021,15/8/2021,NSIC Rc216,2.73,229.32,80,60,4784.53,18.49,88466.03,102,288.92,25.1,8,Wala,Wala,13759.2,4800,4240.1268,1479.2,5,5,8,15,0,1,1,957,705,1548
Sci015,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2021,22/6/2021,16/10/2021,NSIC Rc222,2.8,235.2,73,60,4406.7,18.49,81479.84,116,347.94,30.3,7.5,Wala,Wala,14112,4380,4348.848,1349.77,6,22,10,16,1,1,1,952,705,1539
Sci016,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2021,26/6/2021,9/10/2021,NSIC Rc216,3.74,314.16,72,60,4294.5,18.49,79405.22,105,202.63,30,8.6,Wala,Wala,18849.6,4320,5808.8184,1331.28,6,26,10,9,1,1,1,957,705,1539
Sci017,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2021,24/5/2021,9/9/2021,NSIC Rc402,4.54,381.36,64,60,3819.84,18.49,70628.91,108,259.47,29.7,8.6,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,22881.6,3840,7051.3464,1183.36,5,24,9,9,0,1,1,994,705,1511
Sci018,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2021,17/6/2021,11/10/2021,PSB Rc82,3.69,309.96,69,60,4124.04,18.49,76253.54,116,296.58,28.1,8.6,Wala,Wala,18597.6,4140,5731.1604,1275.81,6,17,10,11,1,1,1,948,705,1539
Sci019,Science City of Muñoz,Burak,Tag-ulan,2021,8/6/2021,24/9/2021,NSIC Rc216,0.78,65.52,65,60,3894.91,18.49,72016.85,108,290.75,30.4,8.3,Wala,Wala,3931.2,3900,1211.4648,1201.85,6,8,9,24,1,1,1,957,705,1548
Sci020,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2021,6/5/2021,29/8/2021,NSIC Rc216,4.51,378.84,54,60,3220.83,18.49,59553.18,115,238.02,29.2,9.1,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,22730.4,3240,7004.7516,998.46,5,6,8,29,0,1,1,957,705,1511
Sci021,Science City of Muñoz,Burak,Tag-ulan,2021,6/5/2021,1/9/2021,NSIC Rc216,3.83,321.72,63,60,3750.66,18.49,69349.79,118,355.07,29.4,8.1,Wala,Wala,19303.2,3780,5948.6028,1164.87,5,6,9,1,0,1,1,957,705,1548
Sci022,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2021,17/6/2021,25/9/2021,PSB Rc82,1.65,138.6,48,60,2880.26,18.49,53256.02,100,416.23,26.9,6.3,Matinding Ulan; Mababang Ani,Pagpapalakas ng drainage system; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,8316,2880,2562.714,887.52,6,17,9,25,1,1,1,948,705,1500
Sci023,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2021,18/5/2021,9/9/2021,NSIC Rc222,4.02,337.68,75,60,4478.49,18.49,82807.29,114,347.87,27.8,8.7,Wala,Wala,20260.8,4500,6243.7032,1386.75,5,18,9,9,0,1,1,952,705,1500
Sci024,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2021,21/6/2021,6/10/2021,NSIC Rc222,2.31,194.04,71,60,4279.49,18.49,79127.72,107,361.67,28,8,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,11642.4,4260,3587.7996,1312.79,6,21,10,6,1,1,1,952,705,1539
Sci025,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2021,3/5/2021,27/8/2021,NSIC Rc222,4.53,380.52,59,60,3559.29,18.49,65811.21,116,280.61,30.6,8.4,Wala,Wala,22831.2,3540,7035.8148,1090.91,5,3,8,27,0,1,1,952,705,1539
Sci026,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2021,4/5/2021,31/8/2021,NSIC Rc216,4.51,378.84,68,60,4062.19,18.49,75109.93,119,275.42,25.2,9,Wala,Wala,22730.4,4080,7004.7516,1257.32,5,4,8,31,0,1,1,957,705,1539
Sci027,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2021,24/6/2021,6/10/2021,NSIC Rc216,2.95,247.8,59,60,3562.79,18.49,65875.95,104,274.16,29.2,8.2,Wala,Wala,14868,3540,4581.822,1090.91,6,24,10,6,1,1,1,957,705,1511
Sci028,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2021,1/5/2021,11/8/2021,PSB Rc82,4.95,415.8,68,60,4077.65,18.49,75395.69,102,369.6,28.2,7.2,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,24948,4080,7688.142,1257.32,5,1,8,11,0,1,1,948,705,1500
Sci029,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2021,28/6/2021,10/10/2021,NSIC Rc222,4.72,396.48,60,60,3576.97,18.49,66138.22,104,365.91,25.3,7.5,Wala,Wala,23788.8,3600,7330.9152,1109.4,6,28,10,10,1,1,1,952,705,1511
Sci030,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2021,24/6/2021,12/10/2021,NSIC Rc402,4.11,345.24,82,60,4929.54,18.49,91147.15,110,277.84,27.4,9.3,Wala,Wala,20714.4,4920,6383.4876,1516.18,6,24,10,12,1,1,1,994,705,1500
Sci031,Science City of Muñoz,Burak,Tag-ulan,2021,22/6/2021,16/10/2021,PSB Rc82,0.6,50.4,87,60,5197.32,18.49,96098.43,116,294.27,28.2,8.9,Wala,Wala,3024,5220,931.896,1608.63,6,22,10,16,1,1,1,948,705,1548
Sci032,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2021,20/6/2021,11/10/2021,NSIC Rc402,4.25,357,63,60,3800.94,18.49,70279.32,113,334.55,27.1,8.9,Wala,Wala,21420,3780,6600.93,1164.87,6,20,10,11,1,1,1,994,705,1500
Sci033,Science City of Muñoz,Burak,Tag-ulan,2021,26/5/2021,19/9/2021,NSIC Rc222,3.88,325.92,65,60,3916.67,18.49,72419.17,116,306.95,27.9,7.9,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,19555.2,3900,6026.2608,1201.85,5,26,9,19,0,1,1,952,705,1548
Sci034,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2021,12/5/2021,30/8/2021,PSB Rc82,3.57,299.88,76,60,4581.04,18.49,84703.46,110,253.71,27.8,9.7,Wala,Wala,17992.8,4560,5544.7812,1405.24,5,12,8,30,0,1,1,948,705,1539
Sci035,Science City of Muñoz,Banlik,Tag-ulan,2021,12/6/2021,23/9/2021,PSB Rc82,1.38,115.92,73,60,4397.81,18.49,81315.44,103,292.82,27.7,8.3,Wala,Wala,6955.2,4380,2143.3608,1349.77,6,12,9,23,1,1,1,948,705,1501
Sci036,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2021,5/5/2021,28/8/2021,NSIC Rc402,4.65,390.6,63,60,3797.46,18.49,70214.99,115,301.59,28.2,8.9,Wala,Wala,23436,3780,7222.194,1164.87,5,5,8,28,0,1,1,994,705,1500
Sci037,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2021,16/6/2021,29/9/2021,NSIC Rc222,2,168,57,60,3414.77,18.49,63139.14,105,278.39,30.5,8,Wala,Wala,10080,3420,3106.32,1053.93,6,16,9,29,1,1,1,952,705,1539
Sci038,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2021,23/5/2021,4/9/2021,NSIC Rc216,4.73,397.32,78,60,4692.87,18.49,86771.11,104,241.53,26.6,8.3,Wala,Wala,23839.2,4680,7346.4468,1442.22,5,23,9,4,0,1,1,957,705,1500
Sci039,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2021,3/6/2021,26/9/2021,NSIC Rc402,4.97,417.48,66,60,3945.85,18.49,72958.73,115,439,25.9,7.6,Matinding Ulan; Mababang Ani,Pagpapalakas ng drainage system; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,25048.8,3960,7719.2052,1220.34,6,3,9,26,1,1,1,994,705,1500
Sci040,Science City of Muñoz,Burak,Tag-ulan,2021,26/5/2021,7/9/2021,NSIC Rc402,0.71,59.64,72,60,4325.87,18.49,79985.39,104,232.31,29.5,7.9,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,3578.4,4320,1102.7436,1331.28,5,26,9,7,0,1,1,994,705,1548
Sci041,Science City of Muñoz,Banlik,Tag-ulan,2021,12/5/2021,27/8/2021,PSB Rc82,4.86,408.24,72,60,4297.03,18.49,79452.01,107,196.14,27.5,8,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,24494.4,4320,7548.3576,1331.28,5,12,8,27,0,1,1,948,705,1501
Sci042,Science City of Muñoz,Banlik,Tag-ulan,2021,12/5/2021,24/8/2021,NSIC Rc402,4.69,393.96,50,60,3020.33,18.49,55845.83,104,407.29,24.9,5.6,Matinding Ulan; Mababang Ani,Pagpapalakas ng drainage system; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,23637.6,3000,7284.3204,924.5,5,12,8,24,0,1,1,994,705,1501
Sci043,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2021,18/5/2021,12/9/2021,NSIC Rc216,0.87,73.08,57,60,3428.57,18.49,63394.29,117,200.9,25,8.6,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,4384.8,3420,1351.2492,1053.93,5,18,9,12,0,1,1,957,705,1539
Sci044,Science City of Muñoz,Burak,Tag-ulan,2021,1/5/2021,16/8/2021,NSIC Rc222,3.7,310.8,82,60,4902.88,18.49,90654.26,107,344.92,30.2,7.9,Wala,Wala,18648,4920,5746.692,1516.18,5,1,8,16,0,1,1,952,705,1548
Sci045,Science City of Muñoz,Banlik,Tag-ulan,2021,1/6/2021,9/9/2021,NSIC Rc402,1.25,105,63,60,3773.81,18.49,69777.79,100,274.37,29.4,8,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,6300,3780,1941.45,1164.87,6,1,9,9,1,1,1,994,705,1501
Sci046,Science City of Muñoz,Banlik,Tag-ulan,2021,26/6/2021,17/10/2021,NSIC Rc402,3.04,255.36,79,60,4760.42,18.49,88020.14,113,369.51,31.6,8.8,Wala,Wala,15321.6,4740,4721.6064,1460.71,6,26,10,17,1,1,1,994,705,1501
Sci047,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2021,6/5/2021,14/8/2021,PSB Rc82,2.86,240.24,72,60,4338.13,18.49,80212.04,100,287.68,23.4,7.6,Wala,Wala,14414.4,4320,4442.0376,1331.28,5,6,8,14,0,1,1,948,705,1500
Sci048,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2021,5/5/2021,26/8/2021,NSIC Rc222,3.22,270.48,65,60,3886.28,18.49,71857.32,113,258.96,27.1,9.4,Wala,Wala,16228.8,3900,5001.1752,1201.85,5,5,8,26,0,1,1,952,705,1500
Sci049,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2021,11/6/2021,8/10/2021,PSB Rc82,2.24,188.16,76,60,4557.58,18.49,84269.69,119,287.05,27.6,8.6,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,11289.6,4560,3479.0784,1405.24,6,11,10,8,1,1,1,948,705,1500
Sci050,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2021,16/6/2021,11/10/2021,NSIC Rc216,1.79,150.36,74,60,4427.51,18.49,81864.65,117,355.94,30.5,7.6,Wala,Wala,9021.6,4440,2780.1564,1368.26,6,16,10,11,1,1,1,957,705,1539
Sci051,Science City of Muñoz,Banlik,Tag-ulan,2021,22/6/2021,6/10/2021,PSB Rc82,0.98,82.32,66,60,3933.13,18.49,72723.55,106,291.42,30.2,8.4,Wala,Wala,4939.2,3960,1522.0968,1220.34,6,22,10,6,1,1,1,948,705,1501
Sci052,Science City of Muñoz,Banlik,Tag-ulan,2021,12/5/2021,7/9/2021,NSIC Rc402,4.37,367.08,68,60,4052.31,18.49,74927.3,118,317.88,28.1,8.3,Wala,Wala,22024.8,4080,6787.3092,1257.32,5,12,9,7,0,1,1,994,705,1501
Sci053,Science City of Muñoz,Burak,Tag-ulan,2021,26/5/2021,8/9/2021,NSIC Rc402,1,84,55,60,3322.78,18.49,61438.14,105,345.33,28.1,8,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,5040,3300,1553.16,1016.95,5,26,9,8,0,1,1,994,705,1548
Sci054,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2021,15/6/2021,3/10/2021,NSIC Rc216,3.99,335.16,54,60,3228.32,18.49,59691.72,110,402.89,25.1,7.3,Matinding Ulan; Mababang Ani,Pagpapalakas ng drainage system; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,20109.6,3240,6197.1084,998.46,6,15,10,3,1,1,1,957,705,1511
Sci055,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2021,20/6/2021,13/10/2021,NSIC Rc402,1.14,95.76,72,60,4306.01,18.49,79618.15,115,274.24,27.7,9.3,Wala,Wala,5745.6,4320,1770.6024,1331.28,6,20,10,13,1,1,1,994,705,1500
Sci056,Science City of Muñoz,Burak,Tag-ulan,2021,7/5/2021,15/8/2021,NSIC Rc222,1.23,103.32,78,60,4659.74,18.49,86158.62,100,321.97,30.5,7.1,Wala,Wala,6199.2,4680,1910.3868,1442.22,5,7,8,15,0,1,1,952,705,1548
Sci057,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2021,1/6/2021,25/9/2021,NSIC Rc402,3.46,290.64,77,60,4620.08,18.49,85425.34,116,298.78,25.2,8.6,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,17438.4,4620,5373.9336,1423.73,6,1,9,25,1,1,1,994,705,1539
Sci058,Science City of Muñoz,Burak,Tag-ulan,2021,1/5/2021,18/8/2021,NSIC Rc222,1.21,101.64,88,60,5292.15,18.49,97851.9,109,342.13,29.5,8.6,Wala,Wala,6098.4,5280,1879.3236,1627.12,5,1,8,18,0,1,1,952,705,1548
Sci059,Science City of Muñoz,Banlik,Tag-ulan,2021,8/6/2021,18/9/2021,PSB Rc82,4.66,391.44,83,60,4976.53,18.49,92016.01,102,202.91,28,8.3,Wala,Wala,23486.4,4980,7237.7256,1534.67,6,8,9,18,1,1,1,948,705,1501
Sci060,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2021,10/6/2021,8/10/2021,NSIC Rc222,4.7,394.8,67,60,4003.84,18.49,74030.92,120,220.49,26.7,8.5,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,23688,4020,7299.852,1238.83,6,10,10,8,1,1,1,952,705,1511
Sci061,Science City of Muñoz,Burak,Tag-ulan,2021,20/6/2021,14/10/2021,NSIC Rc402,4.37,367.08,69,60,4114.64,18.49,76079.78,116,254.86,29.6,8.8,Wala,Wala,22024.8,4140,6787.3092,1275.81,6,20,10,14,1,1,1,994,705,1548
Sci062,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2021,7/5/2021,15/8/2021,NSIC Rc222,3.65,306.6,65,60,3902.15,18.49,72150.68,100,305.84,25.4,7,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,18396,3900,5669.034,1201.85,5,7,8,15,0,1,1,952,705,1539
Sci063,Science City of Muñoz,Banlik,Tag-ulan,2021,9/6/2021,20/9/2021,NSIC Rc402,4.53,380.52,89,60,5325.03,18.49,98459.75,103,344,25.1,8,Wala,Wala,22831.2,5340,7035.8148,1645.61,6,9,9,20,1,1,1,994,705,1501
Sci064,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2021,26/5/2021,19/9/2021,NSIC Rc402,1.26,105.84,78,60,4676.41,18.49,86466.75,116,316.51,26.4,8.2,Wala,Wala,6350.4,4680,1956.9816,1442.22,5,26,9,19,0,1,1,994,705,1500
Sci065,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2021,18/5/2021,27/8/2021,NSIC Rc402,3.72,312.48,65,60,3917.13,18.49,72427.74,101,281.72,29,8.2,Wala,Wala,18748.8,3900,5777.7552,1201.85,5,18,8,27,0,1,1,994,705,1500
Sci066,Science City of Muñoz,Burak,Tag-ulan,2021,3/5/2021,29/8/2021,NSIC Rc222,1.65,138.6,83,60,4963.94,18.49,91783.33,118,326.07,30.7,7.6,Wala,Wala,8316,4980,2562.714,1534.67,5,3,8,29,0,1,1,952,705,1548
Sci067,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2021,25/6/2021,16/10/2021,NSIC Rc402,1.24,104.16,66,60,3934.81,18.49,72754.69,113,295.89,28.6,9.7,Wala,Wala,6249.6,3960,1925.9184,1220.34,6,25,10,16,1,1,1,994,705,1500
Sci068,Science City of Muñoz,Banlik,Tag-ulan,2021,9/5/2021,2/9/2021,NSIC Rc216,2.68,225.12,74,60,4446.75,18.49,82220.43,116,278.11,28.4,8.5,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,13507.2,4440,4162.4688,1368.26,5,9,9,2,0,1,1,957,705,1501
Sci069,Science City of Muñoz,Buhanging Lupa,Tag-ulan,2021,25/6/2021,17/10/2021,NSIC Rc402,1.09,91.56,87,60,5199.93,18.49,96146.79,114,321.97,27.8,9,Wala,Wala,5493.6,5220,1692.9444,1608.63,6,25,10,17,1,1,1,994,705,1539
Sci070,Science City of Muñoz,Banlik,Tag-ulan,2021,3/6/2021,30/9/2021,NSIC Rc402,4.11,345.24,55,60,3318.62,18.49,61361.22,119,209.81,28.7,8.6,Wala,Wala,20714.4,3300,6383.4876,1016.95,6,3,9,30,1,1,1,994,705,1501
Sci071,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2021,1/5/2021,24/8/2021,NSIC Rc222,0.71,59.64,80,60,4827.85,18.49,89266.92,115,318.23,26.6,8.8,Wala,Wala,3578.4,4800,1102.7436,1479.2,5,1,8,24,0,1,1,952,705,1500
Sci072,Science City of Muñoz,Banlik,Tag-ulan,2021,3/5/2021,19/8/2021,NSIC Rc216,3.36,282.24,85,60,5070.57,18.49,93754.79,108,235.78,31,8.4,Wala,Wala,16934.4,5100,5218.6176,1571.65,5,3,8,19,0,1,1,957,705,1501
Sci073,Science City of Muñoz,Burak,Tag-ulan,2021,10/6/2021,30/9/2021,PSB Rc82,4.2,352.8,67,60,3999.71,18.49,73954.6,112,324.57,27.5,8.4,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,21168,4020,6523.272,1238.83,6,10,9,30,1,1,1,948,705,1548
Sci074,Science City of Muñoz,Banlik,Tag-ulan,2021,8/6/2021,22/9/2021,NSIC Rc216,3.71,311.64,54,60,3243.45,18.49,59971.48,106,243.15,26.4,8.3,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,18698.4,3240,5762.2236,998.46,6,8,9,22,1,1,1,957,705,1501
